gene_id,T000,T001,T002,T003,T004,T005,T006,T007,T008,T009,T010,T011,T012,T013,T014,T015,T016,T017,T018,T019,T020,T021,T022,T023,T024,T025,T026,T027,T028,T029,T030,T031,T032,T033,T034,T035,T036,T037,T038,T039,N000,N001,N002,N003,N004,N005,N006,N007,N008,N009,N010,N011,N012,N013,N014,N015,N016,N017,N018,N019
ENSG00000000011,9.933198020759887,11.86744549751695,7.858306709673398,4.891246227419074,6.999939320062165,7.160821993426573,6.9053486170134075,5.380216939297694,9.815600337708425,7.979580931660959,5.00816626049234,9.790723267701617,11.406037944357353,8.130085561146242,7.79205906834894,8.656964825449538,8.121639773324254,4.891414646089837,8.967186861407434,7.9755827664079995,11.76025096254845,7.366558529436948,11.39160421095637,6.031766615916998,9.311075132575175,9.244586290930016,6.03799331871955,7.677371482025811,9.980695551312095,8.201961983641127,4.619955096689578,8.675417379795638,6.332606416901424,7.298941819949181,7.5573405368474305,6.264481485192099,4.838101144184661,8.871649215640975,6.512138116997063,5.010072747458832,6.177266054912202,5.408554632911359,3.929187763945274,3.0247546834126378,6.253711844471506,5.524025933840645,8.57390342402611,5.6302828980874065,5.581554711893022,4.749608104837153,6.2251638008011865,5.937627801872231,6.877587512847793,4.2180156220440725,4.346888790584057,4.28134524363203,6.186202581768484,7.247561660445098,4.311739260276049,4.362839408310363
ENSG00000000012,9.066978462875937,7.0989962985028034,9.023637015886141,4.385364719996785,6.570777780215531,7.461061216321942,4.648532692039163,6.410440963230251,7.066155140103817,7.614072770909368,8.925928871259977,6.847387391753003,6.105692779183613,8.12030866341005,8.843443087458493,6.636330117222457,6.173356963735294,9.228650270127918,6.72422122875654,8.909273899025358,7.08405811033552,8.713511022684992,5.4785331175127965,7.920070544973461,8.217996715411289,5.376603689335694,6.125228462185022,9.197014087096655,7.482781972945073,6.66554610208949,7.527525858073393,10.112707393560532,5.13822491578366,6.311489696318765,6.1545899159444755,10.499582319460199,7.720071925869497,9.141815087884375,5.29501714142969,5.707869705110893,5.671720575084065,5.08741149640317,5.8231082282961895,4.718493513607322,5.41721558968194,5.237178627357664,6.1666510836273885,6.210512422916706,2.570192008412345,1.6290971669887166,6.502618096477261,6.781587639892905,3.4690654707299937,2.210246890181557,5.148552231510801,6.3962573395257944,7.696391783651472,5.7744463581521766,4.442424955121457,3.660304067622706
ENSG00000000013,8.280645169171192,8.299825954578374,5.5754547385788245,11.190239060643592,10.951302643318257,10.568854987698636,6.929011992576221,8.488594391387394,8.252928099335815,8.935346694080074,9.305737254092131,9.809667664046493,9.951395756028276,9.852671145372742,8.097092327627546,5.758483121349357,8.451459429985535,6.236919624401857,5.611368716232528,9.936258388310172,10.335110214805235,10.94493833353387,9.074023403200489,9.612786864165539,8.078142833101385,7.688728158519993,5.914660928898902,7.72549345477803,8.3757918944703,6.359863373740961,8.600207573881992,8.623509281069296,10.016460548354406,9.827401885096089,7.286583424291864,8.120610988193246,8.097391710274739,6.794568850980831,5.6898866270084785,7.315654383569682,3.88085261502123,3.1245266916152805,5.766832721821302,5.586896989899852,2.3199387329478833,4.815973043757309,6.493552078849885,6.588835608344481,6.538755264327858,5.05836981035219,3.732432008046273,3.374451758962909,5.516907357125536,5.568920051547744,6.930996667407598,6.649969475513125,4.801657015203242,3.133691181708696,4.521340104483653,5.325846792215787
ENSG00000000014,6.951959791184272,8.001351382296182,7.955965598629081,7.246406716901912,8.050969350263312,8.600464605317647,7.220002679790362,9.2257413953161,7.8548015450114015,5.6498579800400535,7.348867052283449,10.011268885537474,6.8508528855295,3.909038409152938,5.442683918958672,8.465023205660756,8.990209438696983,7.11511011734199,9.313771180811688,4.855634813484078,8.855158502612836,9.418255368176382,5.4630168571739866,8.001171353570495,7.0056111210699,6.789311894121455,8.27033827908801,9.623423764269214,10.076941976875322,7.72370305768394,11.622436516404472,7.583866004812174,10.993125269634326,7.16481008923631,7.540404130727515,9.351231824689727,12.004210508864052,8.325619435577572,7.488984101294373,9.178515902464147,4.457251194373487,4.265374725648186,6.362902039838167,5.0466283816567294,5.417863871767709,5.020977832797938,5.504874689908152,5.637448846154224,2.094549600941877,5.999859002914301,3.5269708702545493,2.836551296660883,4.912383134211976,5.125971504971681,3.959740753141579,6.246547786501962,2.98673725044364,4.389584376841162,4.122688797600499,4.9301190944909905
ENSG00000000015,8.21161353137512,7.087875665381073,8.446295599339038,8.395157435544121,4.789137277707404,4.2706497606981415,8.356513158546209,7.305877292422341,8.578078038198191,8.796097615668476,9.036443283107177,9.066177909643372,5.806507897342975,7.027643895464407,6.265908180921849,8.848854447869092,10.521749470790937,6.908364152376379,3.485645089630099,5.693665832771009,6.930829427332433,6.70380681407433,7.556830501888595,8.638586193428061,7.232402468454584,9.058644853666255,7.435976468697059,7.278267094150275,9.626892183518533,4.991708540945764,9.363065761756392,8.684027397969206,8.182636080984524,10.00852141910465,6.111074734434231,11.105548244025002,7.233391579129283,5.66411737039804,8.959156525877546,5.691569983628266,3.8723662282797497,5.595549950023237,5.833373132975187,4.066748449618613,6.481107717569601,6.736261637031701,7.154452634844937,5.794120110688583,7.045143068128548,2.1788023580389133,4.523140177057306,3.6994921155148606,5.1788387916910885,4.142826171204894,4.750763237075401,7.823262320306074,4.745420305369432,5.620688475785321,4.651596005113647,5.113569931935251
ENSG00000000016,1.1405602614729995,2.6648726789382593,3.0714027511988915,4.903915853521173,2.1965887946942804,2.7711435376065694,0.0,2.5095880326917266,4.001294417840424,2.4010241587186405,3.121485357620365,3.0602260012639357,3.6150218370602225,4.646477771147776,2.239741249632223,1.363716602335331,2.3577094878923504,0.0,2.089609923414365,0.0,0.0,3.0307735667815794,3.0701949212137634,0.0,1.235815934934136,3.702337347755897,1.3821796886171276,5.1487711345584515,1.3390894746256827,2.5839368902134887,4.4749651960545,2.662591507079523,0.4646748653242305,2.3105842766393567,1.259443484278946,0.1751594679744839,2.358036629318857,1.406776803151125,3.3173737008466384,1.219342779618379,4.575806376278645,4.8407271040661355,5.334683027609249,5.92522129953467,3.5004316569959277,3.437618551068092,6.657018823103795,4.381494691692904,2.874736861104689,5.665719064074657,5.69505470904903,2.7039271141149404,5.34422257319541,6.103374638642561,5.561579677559394,5.947972225642093,2.8935963528638764,5.496560232494294,4.54607036079433,4.275814761913033
ENSG00000000017,3.7047104169800305,4.690139357812722,4.878435412280267,3.0367028506745646,1.1449593786320165,3.2297443423901315,2.9227277334758375,1.598038517261124,1.6601255991268413,3.257938714305042,1.4474132596130174,0.7388963742535406,1.9754004355418067,3.8387582853275966,2.2654905766992597,3.386436961407427,3.2150920554615,0.7799798025120661,2.445783948637546,3.500116062507556,1.008709434613794,3.823723011596877,1.2488854944802261,0.21864019976144267,0.0,1.0354399335696733,2.9219614685948785,1.0902099654806268,1.2785000992751825,3.140667470761071,2.124360634221987,1.6513104285840234,3.5463778004597435,2.668843126652687,0.0,1.5050671017205408,0.0,2.274130554527634,2.6123383411685586,2.9629985392945564,6.781451589081681,5.304162572378551,4.24945838390465,5.727741668818607,4.20812354401353,4.997911022834977,6.4792044754411515,4.163342981015864,6.208517958863752,6.016102053038454,3.5678122743037677,6.460841192326101,6.047849518057258,5.152888831058986,3.8565148129585216,3.711190972136645,4.1935061346454665,5.81389169493794,3.566562248897903,5.656268372929805
ENSG00000000018,0.37832553682701064,0.9195046014687671,2.455135085968031,4.988268528230067,0.0,4.436771380015616,1.8166991917849282,2.0434486278171002,2.2121402895333437,2.816249370525776,1.614634402712329,4.01074851517475,1.464334851953542,3.1830261013835965,1.2340064241728497,2.003625544633084,0.18141972300564646,1.7088377766599505,4.646316713361594,2.4200601304456697,2.3508969189181705,0.0,1.757871744834722,0.0,1.222502271624022,1.5579023143570265,4.092173726167323,5.998429668871597,1.8950632158085918,4.9370058015983584,3.2309196372744804,2.038436368203849,2.703118473205405,2.603718426621465,2.4662385766637085,2.374980187712457,0.20065857977893442,0.44621952655518227,3.7230983681740613,2.575937669751423,4.10586665051575,5.01275844008473,6.192398379373441,5.270545914539597,4.015917595038549,6.839439433473425,7.368778254472448,5.74183498298428,6.460495267016135,6.862939995220716,6.69514897460677,5.921148765668935,5.897520570612325,5.779490860019754,3.3539934881794347,6.051084735289379,2.966279043310169,3.808100817312418,6.955347601712131,6.260330244041296
ENSG00000000019,3.83833630239858,0.729920876370294,0.028535616380534368,2.4469401005386664,1.1737480470758532,1.1673127327569879,3.764051646820075,2.2423559256822396,2.0865730884099776,0.0,2.1180767087883345,1.756257116136493,0.6536161878310698,0.6904197283264635,2.5774977065876286,2.295655266813104,3.9953889739221626,2.562104835898662,1.8675628608759345,0.0,1.1717995391499976,2.5539459610986173,0.8387184586654133,4.270082348399773,1.64941291163165,4.323649960982371,1.2096352409670263,1.8731473701493098,0.944391235366715,2.3056824689148714,5.573613429882144,0.0,0.0,2.067836959015157,1.7710533659817154,2.7131209030657777,3.418163062946082,1.3185820249739821,4.0421677785027565,4.512389698320064,5.276086746907349,6.443986358730262,5.408967895148193,4.157775459825674,6.046725258500007,5.165919683868016,5.00200977013173,7.2094303582843615,1.3236918071898702,2.8734737447606453,3.2193943604384447,4.455109028646792,4.618087745350955,2.739011528340429,3.5222629515337607,3.708737482214645,8.686136138113838,7.7026129216207195,4.382375873473026,4.454625064539802
ENSG00000000020,0.0,0.0,1.2612815185657915,0.05743596067574419,0.8853136804779274,0.0,1.0019370990202585,2.659429508851906,2.2990199698694767,2.6539829370024535,0.0,3.5690051983204887,1.5379929718785728,2.224415967672051,1.327948101143341,0.23341837715158986,1.145000008104219,2.5632398005444283,2.397503876449698,2.008253416504347,4.2263898651191205,4.395633948350343,2.2651988622242074,2.5616515026552107,5.1375592634365255,5.87051605271536,0.8227276073423604,0.7870042690930448,3.791551966067233,0.6856083401290824,0.0,0.5545876293612633,2.9480668358004536,1.245653798374505,1.7703932375312323,1.1581142572699172,1.7363696108177518,1.5756795794220344,6.2933945609432,3.236762552615059,6.330138581607108,4.266383797821614,4.721064984220927,3.9296690279444677,1.0224374976211972,2.9329860847282005,2.284071980029408,1.6253243330725888,3.2069615385528456,6.987433519072447,4.933345748443468,6.935845643481761,5.616473865351313,6.173838238572738,3.6486545070431373,5.785926431289006,6.093071351111519,4.135029061649461,5.83931055592425,5.84928163786225
ENSG00000000021,0.5042192214720784,0.22849310432612713,0.0,2.053757710257166,2.2330921385631983,1.4422433320321422,1.9587159707217312,3.0852004566010742,2.0644153877172107,3.459977748620149,4.518474023292583,0.25780112298845204,4.249027708365078,1.078465084250392,4.318649802691343,1.7939493013949095,0.7836053624661483,0.0,1.7135498307871635,0.42826925434303087,2.589571430790103,5.056113279364232,1.3878793027184702,2.8559991621788368,0.26033223862399346,0.6559610637901052,4.147713179791852,2.5750695129160603,4.1091697045127145,1.4689822999439937,4.446577433777214,1.2182863627966234,3.8912011887352254,1.3083302339114242,2.429029548382939,1.351813040600879,0.19246212963674303,3.198681494822843,2.658474265449483,2.0721848732653787,7.305448480876467,7.174017201854455,4.437582965226297,5.559578477651267,4.064598966112681,5.035032974171833,4.100375826321703,7.430105463704077,5.5455472255144445,4.672956307843367,6.790427857784565,1.7440768853068827,1.9788461077020654,6.193757982829661,5.090702672176052,5.375669450391141,3.010405845022177,4.96514943372445,8.005264115602014,6.236299429693794
ENSG00000000022,1.624941580729006,1.5116236995527639,1.5251886144026336,0.0,3.3177150305290555,4.222601518095128,0.22498032611403307,0.352631372169089,0.957376676415465,0.9814146378901496,1.8220850599524985,0.0,3.3151729750484487,3.196957150654139,2.1671275504087553,0.0,1.1784800263538795,3.149478691313539,0.0,2.2204675222693444,0.9930265179739504,3.206263340275544,1.2802887288463873,3.1367264328774302,1.930312354422142,4.827579278328648,0.8379651217422888,3.236067102304279,0.40548464684882113,3.593564963055713,1.3194854426593077,1.7889930426458611,2.777257536899562,0.503132141375898,1.8368182725665547,3.886873116647883,1.4825624286306676,0.2504113987736627,2.105392758457815,3.3632261155045686,2.1830168510511383,3.387850979273429,6.31481540612228,5.405143151295929,5.617957373190131,7.789242211434967,5.702829167759304,5.986832015649769,9.06611829082749,4.679293162864264,3.8031758545722574,5.641694597370699,5.658486544083343,4.209926912080688,3.451404470667729,8.464766633135117,5.490265205582034,3.9015719278968866,6.373895453419398,4.836282272657998
ENSG00000000023,1.6203722450495937,2.1021375699128333,0.0,3.509028144148168,5.050922077681102,2.0433930312148023,2.4352862286713832,1.1720629349211489,1.8655387973159323,1.7935188844441274,1.5926808011049758,3.5909582801768214,0.0,3.2200728576791313,0.6229767646301889,2.1119368639003566,0.607277992750693,4.005819237176244,4.088735363847226,2.7822372322244675,0.3526722123677639,2.370857042075976,2.4464336429497306,0.0,1.9299511238398344,2.4378087794600587,2.498762077889072,1.9558215402215637,3.0085529475311406,4.045536766633496,4.129797983489135,0.0,1.4281730072076395,2.3936635912590876,0.0,2.227247692389488,3.770253554043486,0.024862480764488826,2.1988578602005346,0.1284071438752541,3.992131964480485,7.216090451255052,4.186163269832263,5.693318733515937,2.1931728259085195,7.79347634209232,5.9039786694597485,4.726250236024607,5.863319764999842,2.8852708565782845,6.773796112628986,4.5140228367553545,4.693895727427348,4.262516577551773,4.129022895881623,6.042005917442613,5.3838602751563345,5.97762221210456,4.986807965771643,5.769799716615772
ENSG00000000024,1.9582234268262075,6.123815294639608,0.0,4.419436092013113,4.8226514389818025,1.4592868054327934,5.718310168034932,2.5096613283194875,4.142187856860198,2.44496015594188,0.8326924589077,0.7592706331589825,3.1281091721762397,3.3408740184495285,2.9941354377461016,0.10976174269303307,4.210624272282726,3.568486861110268,3.487318879236903,2.7102323314692285,2.561495542052918,0.6767128372010647,0.3042518045489597,0.45339538081284747,1.5606225530589803,2.152432010367212,2.0094867787209516,0.0,0.4512119378978201,4.284510773460166,0.9819034920748972,2.2750240434865505,0.047111637270466744,4.303993923748602,1.2205594711805805,2.8330271688095325,5.243132020008043,3.4888169807971607,2.0971228378773894,0.8703682626455471,4.511682482720702,5.7648473727148035,4.842163798623694,4.4071337824947925,7.2007718760635635,4.828685162333245,8.449383639555979,5.13611384562826,7.677977591337092,5.53597913406594,6.444440859874172,3.9130834227234135,3.7193611661188823,5.689558932522481,6.482829863697972,5.060384753000695,3.0704099973744543,2.9596124505660093,2.859295396720638,2.3485668305909284
ENSG00000000025,1.2682844790610632,3.627975372651129,1.0260808722185262,0.0,1.5852715241657807,2.133730002649183,6.136559275203358,0.0,1.9338634600266538,3.6125750503433833,2.3689018587255677,2.0371023923774914,1.2374711614285507,2.359256895301931,2.1670316068152875,0.25111070311011074,3.2694587561751534,0.0,3.1040092445941085,3.246046202048791,1.561981672497554,2.0960303635717166,1.610084597278162,0.3643762137349871,1.1536896031302009,0.03242934874243231,1.6966673350736152,0.0,2.2865755077668,0.0,1.7390293174462323,0.17619256933737804,4.6379993037776455,3.1925801534039575,2.0472606403725386,2.600868038928008,0.0,2.9087142608473675,4.440226723267643,2.848480661429525,5.101869753754003,5.822192569463294,6.343407864971518,2.0037999606652104,2.4765102773134595,5.31543693662922,3.9276851571537357,6.968037893329871,4.527238415172164,2.098203896430323,3.0979791247340045,0.8754859705541369,4.648811694075631,4.717423809103425,4.363305935327153,6.618318558544608,6.79777975477504,4.744417364965833,1.797959498784716,5.9259223707383875
ENSG00000000026,3.2400706397368206,2.819913903644114,3.8073276261646884,0.0,5.931244354873349,1.1678227335025588,4.079195928496385,0.0,0.0,3.955458651554876,1.4283719036611027,2.4437514809221916,2.845525110351903,2.709638155723731,4.025835677454603,2.124314356674492,0.0,0.8825401609088237,3.189123944916403,2.620614496377655,0.0,1.687367547323945,0.3939665613850707,1.0492481799682105,0.8535118870979916,1.8258704872781695,1.7140553306866608,4.033812795625224,4.09556841480427,2.4670596469943757,0.7162014891340465,1.5534198756623185,0.2088443882598674,0.050338863671692824,0.14268108018415582,0.5708178323622022,0.0,1.7784032793227809,2.6216548946336315,0.0,5.03769306682405,4.670096307100497,5.512263028305204,4.980591847844618,2.8196010801025535,3.106416051714252,5.0441353633774595,6.543171379618264,1.6787189434354957,5.51858986970237,6.784433007931465,4.770461185690681,5.825303744039661,3.945396378653297,4.820950701084684,2.5686297225377728,1.4834850373716892,6.414148701837913,3.522507608413337,4.316708232494854
ENSG00000000027,0.0,0.45898786528896807,2.5701584947199585,1.0675470880327325,3.3835851536199226,3.3401995653607255,3.433594445962041,2.7574886043196463,3.4266566625937926,0.6407468011038495,2.4358124885934602,3.89213577650292,4.294132673593699,0.0,1.2625333151980338,4.982495828259898,2.7394723461850274,3.220495171868785,1.318746427019465,0.5526819501838651,1.6173528371806487,2.210014588341422,1.4508417729905467,1.5317661170914256,0.2541576410409827,3.278996719221116,6.469697280678808,0.0,3.4373998718625876,0.5416896113417273,3.003176630492584,2.5736024488646567,2.4485742664644716,3.7718985848047635,1.2993163222270905,3.1113627787433336,0.0,3.8390139492786917,3.350743429937267,4.486707032310431,3.1701863827377177,3.7538451775919963,5.218907441217161,4.974443165993805,5.424602882014985,6.626772741394949,2.352169527045726,6.460728607575963,5.012422864936891,4.694327208313179,2.7933271484226645,5.754573002565298,1.3788382234534442,5.972591016858069,2.761841246790512,5.080186868926211,4.8212467440081195,6.7543072209408255,4.732017246479165,3.9587921582815015
